player_id,year,FGA,FGM,FGA_3pt,FGM_3pt,eFG,three_rate
1629117,2023,233,143,62,39,0.6974248927038627,0.26609442060085836
1629126,2023,2,0,0,0,0.0,0.0
1629130,2022,654,261,117,60,0.44495412844036697,0.17889908256880735
1629130,2023,220,80,62,26,0.42272727272727273,0.2818181818181818
1629134,2023,379,159,154,65,0.5052770448548812,0.40633245382585753
1629139,2022,132,54,23,12,0.45454545454545453,0.17424242424242425
1629139,2023,196,99,27,14,0.5408163265306123,0.1377551020408163
1629150,2022,5,0,2,0,0.0,0.4
1629162,2022,179,75,42,19,0.4720670391061452,0.2346368715083799
1629162,2023,132,52,35,17,0.4583333333333333,0.26515151515151514
1629164,2022,144,58,49,17,0.4618055555555556,0.3402777777777778
1629168,2022,5,0,2,0,0.0,0.4
1629185,2022,70,20,13,2,0.3,0.18571428571428572
1629203,2022,3,2,1,1,0.8333333333333334,0.3333333333333333
1629216,2022,453,184,152,57,0.46909492273730685,0.3355408388520971
1629216,2023,493,189,162,65,0.44929006085192696,0.3286004056795132
1629234,2022,347,207,41,24,0.6311239193083573,0.11815561959654179
1629234,2023,312,197,46,26,0.6730769230769231,0.14743589743589744
1629308,2022,206,100,34,20,0.5339805825242718,0.1650485436893204
1629308,2023,134,62,25,11,0.503731343283582,0.1865671641791045
1629309,2022,1,0,0,0,0.0,0.0
1629312,2022,44,16,10,3,0.3977272727272727,0.22727272727272727
1629312,2023,195,86,32,16,0.48205128205128206,0.1641025641025641
1629597,2022,3,0,0,0,0.0,0.0
1629599,2022,388,179,66,30,0.5,0.17010309278350516
1629599,2023,138,53,37,11,0.42391304347826086,0.26811594202898553
1629600,2022,2,1,0,0,0.5,0.0
1629603,2022,47,25,6,2,0.5531914893617021,0.1276595744680851
1629603,2023,35,16,5,3,0.5,0.14285714285714285
1629604,2022,306,120,46,18,0.4215686274509804,0.1503267973856209
